D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_16_458.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_16_458.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_16_458.jpg, -0.2931531, 1, 0, 25.846
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_16_562.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_16_562.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_16_562.jpg, -0.0267561, 1, 0, 26.79196
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_16_664.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_16_664.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_16_664.jpg, 0, 1, 0, 27.72706
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_16_766.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_16_766.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_16_766.jpg, 0, 1, 0, 28.65587
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_16_873.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_16_873.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_16_873.jpg, 0, 1, 0, 29.75881
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_16_986.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_16_986.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_16_986.jpg, -0.2986509, 1, 0, 30.17199
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_086.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_086.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_086.jpg, -0.6040275, 1, 0, 30.13479
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_191.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_191.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_191.jpg, -0.3355685, 1, 0, 30.18875
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_289.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_289.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_289.jpg, -0.03523136, 1, 0, 30.18923
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_397.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_397.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_397.jpg, 0, 1, 0, 30.18971
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_504.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_504.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_504.jpg, 0, 1, 0, 30.19055
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_611.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_611.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_611.jpg, 0, 1, 0, 30.18884
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_717.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_717.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_717.jpg, 0, 1, 0, 30.19135
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_817.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_817.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_817.jpg, 0, 1, 0, 30.18953
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_17_920.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_17_920.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_17_920.jpg, 0, 1, 0, 30.19056
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_030.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_030.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_030.jpg, 0, 1, 0, 30.1903
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_133.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_133.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_133.jpg, 0, 1, 0, 30.19036
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_240.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_240.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_240.jpg, 0, 1, 0, 30.1902
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_345.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_345.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_345.jpg, -0.2831787, 1, 0, 30.17446
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_453.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_453.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_453.jpg, 0, 1, 0, 30.18986
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_556.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_556.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_556.jpg, 0, 1, 0, 30.18978
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_657.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_657.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_657.jpg, 0, 1, 0, 30.19026
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_758.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_758.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_758.jpg, 0, 1, 0, 30.19031
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_858.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_858.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_858.jpg, 0, 1, 0, 30.19028
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_18_966.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_18_966.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_18_966.jpg, -0.2961024, 1, 0, 30.17187
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_070.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_070.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_070.jpg, -0.4941507, 1, 0, 30.16238
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_178.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_178.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_178.jpg, -0.1685935, 0.6744427, 0, 30.12502
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_281.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_281.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_281.jpg, 0, 0.3991201, 0, 30.04354
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_381.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_381.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_381.jpg, 0, 0.09568959, 0, 29.86605
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_491.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_491.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_491.jpg, 0, 0, 0, 29.52109
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_596.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_596.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_596.jpg, 0, 0.0927759, 0, 29.23526
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_700.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_700.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_700.jpg, 0, 0.3769635, 0, 29.26783
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_804.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_804.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_804.jpg, 0, 0.7094193, 0, 29.77833
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_19_907.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_19_907.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_19_907.jpg, 0, 0.9756942, 0, 30.17212
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_013.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_013.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_013.jpg, -0.3076494, 1, 0, 30.17538
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_114.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_114.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_114.jpg, -0.6183975, 1, 0, 30.13463
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_220.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_220.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_220.jpg, -0.32292, 1, 0, 30.19205
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_324.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_324.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_324.jpg, -0.01923516, 1, 0, 30.18939
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_427.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_427.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_427.jpg, 0, 1, 0, 30.18899
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_531.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_531.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_531.jpg, 0.067647, 1, 0, 30.18801
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_641.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_641.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_641.jpg, 0.3633843, 1, 0, 30.16385
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_745.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_745.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_745.jpg, 0.121575, 1, 0, 30.19001
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_853.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_853.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_853.jpg, 0, 1, 0, 30.18932
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_20_953.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_20_953.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_20_953.jpg, 0, 1, 0, 30.18982
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_054.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_054.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_054.jpg, 0, 1, 0, 30.19055
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_162.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_162.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_162.jpg, 0, 1, 0, 30.19031
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_268.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_268.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_268.jpg, 0, 1, 0, 30.19089
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_375.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_375.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_375.jpg, 0, 1, 0, 30.19049
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_476.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_476.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_476.jpg, 0, 1, 0, 30.19049
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_580.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_580.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_580.jpg, 0, 1, 0, 30.1905
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_690.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_690.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_690.jpg, 0, 1, 0, 30.1905
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_798.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_798.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_798.jpg, 0, 1, 0, 30.19051
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_21_905.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_21_905.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_21_905.jpg, 0, 1, 0, 30.19058
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_007.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_007.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_007.jpg, -0.2722041, 1, 0, 30.17669
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_113.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_113.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_113.jpg, -0.5819351, 1, 0, 30.14067
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_221.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_221.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_221.jpg, -0.2624825, 1, 0, 30.19218
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_323.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_323.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_323.jpg, 0, 1, 0, 30.18797
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_425.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_425.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_425.jpg, 0, 1, 0, 30.18982
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_531.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_531.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_531.jpg, 0, 1, 0, 30.19008
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_635.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_635.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_635.jpg, 0, 1, 0, 30.19007
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_737.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_737.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_737.jpg, 0, 1, 0, 30.19004
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_837.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_837.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_837.jpg, 0, 1, 0, 30.18998
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_22_939.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_22_939.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_22_939.jpg, 0, 1, 0, 30.19079
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_050.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_050.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_050.jpg, 0, 1, 0, 30.19038
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_152.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_152.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_152.jpg, 0, 1, 0, 30.19124
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_258.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_258.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_258.jpg, 0, 1, 0, 30.19059
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_364.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_364.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_364.jpg, 0, 1, 0, 30.1905
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_471.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_471.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_471.jpg, 0, 1, 0, 30.19059
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_578.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_578.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_578.jpg, 0, 1, 0, 30.19055
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_683.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_683.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_683.jpg, 0, 1, 0, 30.19056
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_794.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_794.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_794.jpg, 0, 1, 0, 30.19058
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_894.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_894.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_894.jpg, 0, 1, 0, 30.18988
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_23_998.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_23_998.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_23_998.jpg, -0.3106275, 1, 0, 30.17141
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_24_098.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_24_098.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_24_098.jpg, -0.03626071, 1, 0, 30.19068
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_24_204.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_24_204.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_24_204.jpg, 0, 1, 0, 30.18995
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_24_308.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_24_308.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_24_308.jpg, 0, 1, 0, 30.19029
D:\simulator-windows-64\DATA\IMG\center_2020_04_03_01_00_24_410.jpg, D:\simulator-windows-64\DATA\IMG\left_2020_04_03_01_00_24_410.jpg, D:\simulator-windows-64\DATA\IMG\right_2020_04_03_01_00_24_410.jpg, 0, 1, 0, 30.19026
